CASE NUMBER,SR LOCATION,COUNTY,DISTRICT,NEIGHBORHOOD,TAX ID,TRASH QUAD,RECYCLE QUAD,TRASH DAY,HEAVY TRASH DAY,RECYCLE DAY,KEY MAP,MANAGEMENT DISTRICT,DEPARTMENT,DIVISION,SR TYPE,QUEUE,SLA,STATUS,SR CREATE DATE,DUE DATE,DATE CLOSED,OVERDUE,Title,x,y,LATITUDE,LONGITUDE,Channel Type
12008655-101002145795,"2403 EAGLEROCK, HOUSTON TX 77080",HARRIS,A,SPRING BRANCH NORTH,1011260000009,NW,NE,FRIDAY,4th Friday,FRIDAY-A,450P,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 06:43:36,2016-04-21 06:43:36,2016-04-19 17:35:01,-1.55,Flooding-101002145795,3067552.78305,13859875.5652,29.81419093,-95.53366418,Voice In
12008654-101002145796,"6127 MEADWAY, HOUSTON TX 77072",HARRIS,F,ALIEF,1034500000014,SW,SW,MONDAY,1st Thursday,MONDAY-A,528D,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 06:44:07,2016-04-21 06:44:07,2016-04-19 13:25:03,-1.72,Flooding,,,29.71222279,-95.60866321,Unknown
12008656-101002145797,"11119 HAZELHURST, HOUSTON TX 77043",HARRIS,A,SPRING BRANCH WEST,0964180000037,,,,,,449X,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 06:44:57,2016-04-21 06:44:56,2016-04-19 14:45:03,-1.67,Flooding-101002145797,3052662.37156,13852926.76151,29.79629536,-95.58124104,Voice In
12008658-101002145801,Intersection 2600 LEELAND ST&1600 LIVE OAK ST,Harris County,I,DOWNTOWN,,,,,,,493V,East Downtown MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 06:49:31,2016-04-21 06:49:30,2016-04-18 17:45:02,-2.54,Flooding,,,29.7442112,-95.35475159,WEB
12008660-101002145805,"610 8TH 1/2, HOUSTON TX 77007",HARRIS,C,GREATER HEIGHTS,1209650010003,NW,NE,THURSDAY,3rd Wednesday,THURSDAY-B,493A,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 06:52:10,2016-04-21 06:52:10,2016-04-18 12:30:02,-2.77,Flooding - 119623,3113063.72412,13850644.539260002,29.78599604,-95.39114388,WAP
12008663-101002145808,"712 PINEMONT, HOUSTON TX 77018",HARRIS,B,ACRES HOME,1397960010027,NW,NE,TUESDAY,4th Tuesday,TUESDAY-B,452G,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 06:56:42,2016-04-21 06:56:42,2016-04-19 12:35:02,-1.77,Flooding-101002145808,3105741.92354,13871045.00381,29.84177253,-95.41281453,Voice In
12008673-101002145812,"8610 MAYRIDGE, HOUSTON TX 77099",HARRIS,F,ALIEF,1004280000009,SW,SW,MONDAY,1st Monday,MONDAY-B,529P,International MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 07:01:58,2016-04-21 07:01:58,2016-04-19 12:50:01,-1.76,Flooding-101002145812,3054999.839,13812070.37537,29.68379947,-95.5776434,Voice In
12008667-101002145813,"1500 CASTLE, HOUSTON TX 77006",HARRIS,C,NEARTOWN - MONTROSE,1186170020010,,,,,,492Z,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 07:02:13,2016-04-21 07:02:13,2016-04-18 19:25:03,-2.48,Flooding - 119628,3111570.70866,13831407.031379998,29.73236688,-95.39784137,WAP
12008668-101002145814,"626 8TH, HOUSTON TX 77007",HARRIS,C,GREATER HEIGHTS,1248670010002,NW,NE,THURSDAY,3rd Wednesday,THURSDAY-B,493A,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 07:02:13,2016-04-21 07:02:13,2016-04-18 12:35:02,-2.77,Flooding - 119629,3113245.12428,13850610.38516,29.78505279,-95.39035806,WAP
12008669-101002145815,"614 8TH, HOUSTON TX 77007",HARRIS,C,GREATER HEIGHTS,0400450000008,NW,NE,THURSDAY,3rd Wednesday,THURSDAY-B,493A,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 07:02:15,2016-04-21 07:02:15,2016-04-18 12:35:03,-2.77,Flooding - 119630,3113136.58638,13850631.04599,29.7849903,-95.39089506,WAP
12008672-101002145818,"610 W 8TH, HOUSTON TX 77007",HARRIS,C,GREATER HEIGHTS,1248410010002,NW,NE,THURSDAY,3rd Wednesday,THURSDAY-B,492D,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 07:02:23,2016-04-21 07:02:23,2016-04-18 12:40:02,-2.77,Flooding - 119632,3113057.62376,13850685.29193,29.78493091,-95.40394895,WAP
12008675-101002145820,"2902 CHENEVERT, HOUSTON TX 77004",HARRIS,D,MIDTOWN,1271450000009,,,,,,493U,Midtown MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 07:06:50,2016-04-21 07:06:50,2016-04-18 17:55:03,-2.55,Flooding-101002145820,3120544.80043,13834240.37237,29.73930565,-95.36914534,Voice In
12008678-101002145821,"725 RIEDEL, HOUSTON TX 77024",HARRIS,G,MEMORIAL,0761370010007,NW,NW,MONDAY,4th Wednesday,MONDAY-A,490E,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 07:07:58,2016-04-21 07:07:58,2016-04-19 14:55:02,-1.68,Flooding-101002145821,3067326.50923,13845673.943340002,29.77517233,-95.53570381,Voice In
12008677-101002145822,"2335 CAMPBELL, HOUSTON TX 77080",HARRIS,A,SPRING BRANCH NORTH,0845260000018,NW,NE,FRIDAY,4th Friday,FRIDAY-A,450P,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 07:09:20,2016-04-21 07:09:20,2016-04-19 17:35:01,-1.57,Flooding-101002145822,3069810.24212,13860374.08716,29.81537708,-95.52650181,Voice In
12008676-101002145823,"12330 WELLINGTON, HOUSTON TX 77072",HARRIS,F,ALIEF,1054610670002,,,,,,528R,International MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 07:10:22,2016-04-21 07:10:22,2016-04-19 13:40:03,-1.73,Flooding - 119633,3048728.58184,13812856.280659998,29.68646948,-95.59732009,WAP
12008679-101002145825,"10555 SPICE, HOUSTON TX 77072",HARRIS,J,ALIEF,1107380000001,,,,,,529Q,International MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 07:11:31,2016-04-21 07:11:31,2016-04-19 09:20:02,-1.91,Flooding,,,29.68571719,-95.56550916,Unknown
12008639-101002145828,"1917 STILLWOOD, HOUSTON TX 77080",HARRIS,A,SPRING BRANCH NORTH,0832030000019,NW,NE,FRIDAY,4th Friday,FRIDAY-A,450T,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 07:12:10,2016-04-21 07:12:10,2016-04-18 07:12:23,-3.0,Flooding - 119634,3069631.09331,13857494.35827,29.80749741,-95.5273951,WAP
12008680-101002145829,"4106 MCKEAN, HOUSTON TX 77080",HARRIS,A,SPRING BRANCH CENTRAL,0962220000612,NW,NW,FRIDAY,4th Thursday,FRIDAY-A,450L,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 07:12:11,2016-04-21 07:12:11,2016-04-19 08:20:02,-1.95,Flooding - 119635,3073835.70911,13866265.553619998,29.83131276,-95.51302707,WAP
12008681-101002145830,"8804 KEMPWOOD, HOUSTON TX 77080",HARRIS,A,SPRING BRANCH CENTRAL,0432220040004,NW,NW,FRIDAY,4th Thursday,FRIDAY-A,450R,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 07:12:12,2016-04-21 07:12:11,2016-04-19 08:30:03,-1.95,Flooding - 119636,3074987.3933,13862782.68012,29.82142115,-95.50994093,WAP
12008687-101002145835,"4414 FITCH, HOUSTON TX 77016",HARRIS,B,TRINITY / HOUSTON GARDENS,0731800030569,NE,NW,TUESDAY,2nd Tuesday,TUESDAY-A,454F,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 07:15:20,2016-04-21 07:15:20,2016-04-19 18:30:02,-1.53,Flooding-101002145835,3133398.31901,13872540.91683,29.84347621,-95.32486988,Voice In
12008691-101002145840,"822 GREENPARK, HOUSTON TX 77079",HARRIS,G,MEMORIAL,0992600000013,,,,,,488C,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 07:23:05,2016-04-21 07:23:04,2016-04-18 16:55:02,-2.6,Flooding,,,29.77709265,-95.61219589,WEB
12008694-101002145842,"12425 PERTHSHIRE, HOUSTON TX 77024",HARRIS,G,MEMORIAL,0922460000002,NW,NW,MONDAY,4th Wednesday,MONDAY-A,489H,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 07:23:52,2016-04-21 07:23:52,2016-04-19 15:40:03,-1.66,Flooding-101002145842,3063256.34283,13845217.11289,29.77424749,-95.54857095,Voice In
12008697-101002145848,Intersection 1500 QUAIL&5730 SWEETBRIAR,Harris County,E,MEADOWBROOK / ALLENDALE,,SE,SE,MONDAY,1st Monday,MONDAY-B,536P,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 07:31:37,2016-04-21 07:31:36,2016-04-19 14:15:02,-1.72,Flooding-101002145848,3164414.87214,13816457.49193,29.6866112,-95.23278038,Voice In
12008698-101002145853,"2202 SHADOWBRIAR, HOUSTON TX 77077",HARRIS,G,BRIAR FOREST,1118930000070,,,,,,489S,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 07:32:23,2016-04-21 07:32:23,2016-04-19 19:10:01,-1.52,Flooding - 119644,3048338.52089,13833011.88252,29.74183136,-95.59675381,WAP
12008700-101002145855,"8619 RICHARD ARMS, HOUSTON TX 77099",HARRIS,F,ALIEF,1004280000025,SW,SW,MONDAY,1st Monday,MONDAY-B,529P,International MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 07:33:01,2016-04-21 07:33:01,2016-04-19 20:00:02,-1.48,Flooding-101002145855,3055522.81204,13812031.68451,29.68365102,-95.5760006,Voice In
12008701-101002145859,"12441 PEBBLEBROOK, HOUSTON TX 77024",HARRIS,G,MEMORIAL,0845490000015,NW,NW,MONDAY,4th Wednesday,MONDAY-A,489H,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 07:37:02,2016-04-21 07:37:01,2016-04-18 07:38:39,-3.0,Flooding-101002145859,3062851.8525,13845098.33425,29.7739538,-95.54985649,Voice In
12008705-101002145866,"5329 PAGEWOOD, HOUSTON TX 77056",HARRIS,G,GREATER UPTOWN,0835010000008,SW,SW,MONDAY,1st Friday,MONDAY-A,491Y,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 07:41:30,2016-04-21 07:41:30,2016-04-18 19:25:02,-2.51,Flooding-101002145866,3088706.53438,13828940.49977,29.7274178,-95.46993098,Voice In
12008712-101002145875,"10606 DEL MONTE, HOUSTON TX 77042",HARRIS,G,BRIAR FOREST,0953070000014,,,,,,489Q,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 07:47:32,2016-04-21 07:47:32,2016-04-19 11:25:01,-1.85,Flooding-101002145875,3058790.8114,13834499.61529,29.74514863,-95.56363381,Voice In
12008715-101002145882,"12439 HUNTINGWICK, HOUSTON TX 77024",HARRIS,G,MEMORIAL,0953460000020,,,,,,489H,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 07:52:12,2016-04-21 07:52:12,2016-04-19 15:45:02,-1.67,Flooding - 119648,3062914.39598,13843371.928700002,29.76915377,-95.54988923,WAP
12008714-101002145881,"10039 CEDARDALE, HOUSTON TX 77055",HARRIS,A,SPRING BRANCH WEST,0890260000008,NW,NE,FRIDAY,4th Wednesday,FRIDAY-A,450W,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 07:52:12,2016-04-21 07:52:12,2016-04-18 18:30:04,-2.56,Flooding - 119649,3064961.10517,13850899.96225,29.789734,-95.54265384,WAP
12008717-101002145883,"4357 LARKSPUR, HOUSTON TX 77051",HARRIS,D,SUNNYSIDE,0730510030001,SE,SE,FRIDAY,4th Thursday,FRIDAY-A,533Y,HCID #10-A,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 07:53:28,2016-04-21 07:53:27,2016-04-19 13:20:03,-1.77,Flooding-101002145883,3123670.7991,13806013.039059997,29.6614494,-95.36206603,Voice In
12008718-101002145885,"1835 BRANARD, HOUSTON TX 77098",HARRIS,C,NEARTOWN - MONTROSE,0382210000017,NW,NE,MONDAY,1st Wednesday,MONDAY-A,492V,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 07:55:14,2016-04-21 07:55:14,2016-04-18 19:15:02,-2.53,Flooding-101002145885,3108746.59568,13832925.54331,29.73669353,-95.40643305,Voice In
12008720-101002145886,"5650 CARTAGENA, HOUSTON TX 77035",HARRIS,K,WESTBURY,0860210000023,SW,SE,THURSDAY,2nd Thursday,THURSDAY-A,571A,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 07:56:30,2016-04-21 07:56:30,2016-04-19 19:05:01,-1.54,Flooding-101002145886,3084410.93405,13801069.559779998,29.65116151,-95.48609749,Voice In
12008733-101002145902,"12814 W CLUB, HOUSTON TX 77099",HARRIS,F,ALIEF,1067940000010,SW,SW,MONDAY,1st Tuesday,MONDAY-B,528U,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 08:09:14,2016-04-21 08:09:14,2016-04-19 19:00:02,-1.55,Flooding-101002145902,3044343.15296,13806087.99561,29.6682077,-95.61173772,Voice In
12008735-101002145908,"2035 PEPPERMILL, HOUSTON TX 77080",HARRIS,A,SPRING BRANCH CENTRAL,0681440140027,NW,NE,FRIDAY,4th Thursday,FRIDAY-A,450U,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 08:13:48,2016-04-21 08:13:48,2016-04-19 16:05:02,-1.67,Flooding,,,29.80992861,-95.51695844,WEB
12008744-101002145918,"250 NORVIEW, HOUSTON TX 77022",HARRIS,H,INDEPENDENCE HEIGHTS,0762110030050,NW,NW,TUESDAY,3rd Thursday,TUESDAY-A,453E,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 08:22:15,2016-04-21 08:22:14,2016-04-19 13:25:03,-1.79,Flooding-101002145918,3110348.94681,13868489.345539998,29.83431172,-95.39793531,Voice In
12008741-101002145919,"9215 NORTON, HOUSTON TX 77080",HARRIS,A,SPRING BRANCH CENTRAL,0982750000032,NW,NE,FRIDAY,4th Thursday,FRIDAY-A,450Q,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 08:22:16,2016-04-21 08:22:16,2016-04-19 09:40:02,-1.95,Flooding - 119652,3072375.40259,13861661.640220003,29.81854948,-95.51839833,WAP
12008743-101002145920,"10826 SILKWOOD, HOUSTON TX 77031",HARRIS,J,BRAYS OAKS,1040270000031,SW,SW,THURSDAY,2nd Friday,THURSDAY-A,530W,HCID #5 (Brays Oaks),PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 08:22:36,2016-04-21 08:22:35,2016-04-19 09:35:03,-1.95,Flooding-101002145920,3067842.51312,13804477.43551,29.66188801,-95.53792167,Voice In
12008749-101002145931,"2421 REBA, HOUSTON TX 77019",HARRIS,G,AFTON OAKS / RIVER OAKS AREA,0641720110006,,,,,,492U,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 08:32:10,2016-04-21 08:32:10,2016-04-18 18:15:02,-2.6,Flooding - 119657,3105349.38417,13835647.83241,29.74431395,-95.41682454,WAP
12008750-101002145932,"10814 RAMPART, HOUSTON TX 77096",HARRIS,K,WESTBURY,0914680000011,SW,SE,THURSDAY,2nd Thursday,THURSDAY-A,531W,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 08:32:11,2016-04-21 08:32:11,2016-04-19 14:40:03,-1.74,Flooding - 119656,3082938.73088,13805029.56688,29.66224304,-95.49035731,WAP
12008752-101002145934,Intersection 9900 MOONLIGHT DR&5316 RUTHERGLENN DR,Harris County,C,MEYERLAND AREA,,SW,SE,TUESDAY,2nd Wednesday,TUESDAY-B,531T,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 08:32:53,2016-04-21 08:32:53,2016-04-19 09:35:03,-1.96,Flooding-101002145934,3088142.01353,13809168.30637,29.67311482,-95.47358703,Voice In
12008760-101002145943,"9338 GUYWOOD, HOUSTON TX 77040",HARRIS,A,GREATER INWOOD,1032800000018,NW,NW,FRIDAY,4th Monday,FRIDAY-A,410R,Near Northwest MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 08:39:55,2016-04-21 08:39:55,2016-04-19 18:50:02,-1.58,Flooding-101002145943,3077558.72531,13882901.431219997,29.87666317,-95.49995214,Voice In
12008764-101002145949,"1031 TULANE, HOUSTON TX 77008",HARRIS,C,GREATER HEIGHTS,1342130000006,NW,NE,THURSDAY,3rd Wednesday,THURSDAY-B,492D,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 08:42:11,2016-04-21 08:42:10,2016-04-19 13:00:03,-1.82,Flooding - 119660,3109387.4494,13852370.02308,29.79009529,-95.40258822,WAP
12008766-101002145951,"4933 E RIDGE CREEK, HOUSTON TX 77053",FORT BEND,K,FORT BEND HOUSTON,6254020150600907,SW,SW,FRIDAY,4th Friday,FRIDAY-A,611D,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 08:44:11,2016-04-21 08:44:10,2016-04-19 17:30:01,-1.63,Flooding - 119662,3095255.46644,13778527.675139997,29.58843527,-95.45416571,WAP
12008767-101002145952,"11226 IVYRIDGE, HOUSTON TX 77043",HARRIS,A,SPRING BRANCH WEST,0964180000032,,,,,,449X,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 08:45:10,2016-04-21 08:45:10,2016-04-19 18:35:01,-1.59,Flooding-101002145952,3052613.74896,13852803.74535,29.79596112,-95.58140561,Voice In
12008768-101002145953,"7047 BISSONNET, HOUSTON TX 77074",HARRIS,J,BRAEBURN,1089520000004,,,,,,530R,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 08:45:19,2016-04-21 08:45:19,2016-04-18 17:55:04,-2.62,Flooding-101002145953,3077509.70179,13814008.218940003,29.6872963,-95.50659924,Voice In
12008770-101002145957,"4910 WIGTON, HOUSTON TX 77096",HARRIS,C,MEYERLAND AREA,0902770000013,SW,SE,TUESDAY,2nd Wednesday,TUESDAY-B,531U,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 08:46:18,2016-04-21 08:46:18,2016-04-19 14:30:03,-1.76,Flooding,,,29.67324145,-95.46225802,WEB
12008773-101002145960,"11723 NEFF, HOUSTON TX 77072",HARRIS,F,ALIEF,0982780000017,SW,SW,MONDAY,1st Wednesday,MONDAY-B,529E,International MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 08:48:37,2016-04-21 08:48:37,2016-04-19 19:50:01,-1.54,Flooding-101002145960,3052110.52424,13818659.34185,29.70214396,-95.58613359,Voice In
12008775-101002145965,"11914 RENWICK, HOUSTON TX 77035",HARRIS,K,WESTBURY,0871430000017,SW,SW,THURSDAY,2nd Thursday,THURSDAY-A,571A,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 08:51:21,2016-04-21 08:51:20,2016-04-19 17:45:01,-1.63,Flooding-101002145965,3084923.24503,13800414.58963,29.64931876,-95.48454722,Voice In
12008781-101002145966,"13511 MYRTLEA, HOUSTON TX 77079",HARRIS,G,MEMORIAL,0992250000017,,,,,,489B,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 08:51:52,2016-04-21 08:51:52,2016-04-19 09:00:04,-1.99,Flooding-101002145966,3053581.8589,13847109.59499,29.78023115,-95.57887966,Voice In
12008782-101002145972,"13815 WALNUT HOLLOW, HOUSTON TX 77082",HARRIS,F,ELDRIDGE / WEST OAKS,1114100000019,SW,SW,MONDAY,1st Thursday,MONDAY-A,488X,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 08:52:16,2016-04-21 08:52:16,2016-04-19 18:40:02,-1.59,Flooding-101002145972,3037080.3358,13827031.15155,29.72635527,-95.63269999,Voice In
12008783-101002145974,"5421 PAGEWOOD, HOUSTON TX 77056",HARRIS,G,GREATER UPTOWN,0835020000006,SW,SW,MONDAY,1st Friday,MONDAY-A,491Y,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 08:53:05,2016-04-21 08:53:05,2016-04-18 19:35:02,-2.55,Flooding-101002145974,3088024.86383,13828852.38807,29.72723216,-95.47208617,Voice In
12008784-101002145978,"1419 B DIAN, HOUSTON TX 77008",HARRIS,C,GREATER HEIGHTS,0720130080016,NW,NE,THURSDAY,3rd Wednesday,THURSDAY-B,452Y,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 08:54:11,2016-04-21 08:54:11,2016-04-18 19:00:02,-2.58,Flooding - 119670,3105539.13281,13854734.022979997,29.7968138,-95.41439639,WAP
12008785-101002145979,"11103 GULF FWY, HOUSTON TX 77034",HARRIS,E,EDGEBROOK AREA,0280630010052,,,,,,576J,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 08:54:12,2016-04-21 08:54:11,2016-04-20 07:10:00,-1.07,Flooding - 119669,3164474.78182,13797610.53621,29.63435095,-95.23513608,WAP
12008787-101002145980,Intersection 2100 COLQUITT ST&3500 S SHEPHERD DR,,C,GREENWAY / UPPER KIRBY AREA,,NW,NE,MONDAY,1st Wednesday,Monday-a,492Y,HCID #3 (Upper Kirby),PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 08:54:48,2016-04-21 08:54:48,2016-04-19 15:00:02,-1.75,Flooding-101002145980,3107428.42115,13832306.66561,,,Voice In
12008791-101002145982,"6617 WANDA, HOUSTON TX 77074",HARRIS,J,BRAEBURN,1072290010002,,,,,,530V,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 08:55:56,2016-04-21 08:55:56,2016-04-18 17:20:02,-2.65,Flooding-101002145982,3077292.46863,13810675.03236,29.67815175,-95.50759657,Voice In
12008789-101002145984,"2055 BRENTWOOD, HOUSTON TX 77019",HARRIS,C,NEARTOWN - MONTROSE,0630390000006,NW,NE,MONDAY,1st Wednesday,MONDAY-A,492R,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 08:56:06,2016-04-21 08:56:06,2016-04-19 14:30:02,-1.77,Flooding-101002145984,3107547.42977,13839191.55341,29.75401832,-95.40960386,Voice In
12008790-101002145985,"1918 PEPPER HILL, HOUSTON TX 77058",HARRIS,E,CLEAR LAKE,1105760000027,,,,,,618L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 08:56:21,2016-04-21 08:56:21,2016-04-22 09:00:06,1.0,Flooding-101002145985,3205095.84589,13773761.87095,29.56559455,-95.1091982,Voice In
12008794-101002145990,"9350 DEANWOOD, HOUSTON TX 77040",HARRIS,A,GREATER INWOOD,1032840000043,NW,NW,FRIDAY,4th Monday,FRIDAY-A,410R,Near Northwest MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 08:59:00,2016-04-21 08:58:59,2016-04-19 18:55:01,-1.59,Flooding-101002145990,3077050.55835,13883148.916940002,29.87738523,-95.50153153,Voice In
12008798-101002145994,"613 FIRNAT, HOUSTON TX 77022",HARRIS,H,NORTHSIDE/NORTHLINE,0701170050127,NE,NW,MONDAY,3rd Monday,MONDAY-B,453G,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 09:00:18,2016-04-21 09:00:18,2016-04-19 13:20:02,-1.82,Flooding-101002145994,3120227.2361,13871551.21409,29.84188747,-95.36649333,Voice In
12008800-101002145998,"5334 WINDSWEPT, HOUSTON TX 77056",HARRIS,G,GREATER UPTOWN,0835010000015,SW,SW,MONDAY,1st Friday,MONDAY-A,491Y,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-18 09:02:12,2016-04-21 09:02:12,2016-04-19 15:30:03,-1.73,Flooding - 119674,3088700.61839,13828820.703699997,29.72710389,-95.46996347,WAP
