,CASE NUMBER,SR LOCATION,COUNTY,DISTRICT,NEIGHBORHOOD,TAX ID,TRASH QUAD,RECYCLE QUAD,TRASH DAY,HEAVY TRASH DAY,RECYCLE DAY,KEY MAP,MANAGEMENT DISTRICT,DEPARTMENT,DIVISION,SR TYPE,QUEUE,SLA,STATUS,SR CREATE DATE,DUE DATE,DATE CLOSED,OVERDUE,Title,x,y,LATITUDE,LONGITUDE,Channel Type
102483,12240548-101002983710,Intersection 18300 LEE RD&5376 WRIGHT RD,Harris County,B,IAH / AIRPORT AREA,,,,,,,374D,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-09 13:20:15,2018-04-11 13:20:15,2018-04-10 13:35:09,-0.99,Pothole,,,29.98680295,-95.30861048,WEB
102498,12240553-101002983728,Intersection 7800 W FM 1960 BYP&19700 LEE RD,,,,,,,,,,334V,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-09 13:32:01,2018-04-11 13:32:00,2018-04-10 08:50:09,-1.2,Pothole,,,,,WEB
102501,12240554-101002983731,Intersection 8600 ALMEDA RD&0 S LOOP FWY W,,D,SOUTH MAIN,,,,,,,533S,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-09 13:32:45,2018-04-11 13:32:44,2018-04-10 08:55:09,-1.19,Pothole-101002983731,3113529.66748,13812466.37589,,,Voice In
102510,12240556-101002983746,Intersection 1000 W 43RD ST&4300 GOLF DR,Harris County,C,CENTRAL NORTHWEST,,NW,NE,TUESDAY,3rd Thursday,TUESDAY-B,452L,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-09 13:41:29,2018-04-11 13:41:29,2018-04-10 09:25:10,-1.18,Pothole-101002983746,3102262.75596,13866239.36152,29.82880962,-95.42364495,Voice In
102555,101002983809,"3409 KINKAID, HOUSTON TX 77093",HARRIS,H,EASTEX - JENSEN AREA,0720220170356,NE,NE,MONDAY,2nd Thursday,MONDAY-B,454B,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-09 14:02:34,2018-04-11 14:02:34,2018-04-09 14:03:03,-2.0,Pothole,,,29.85235815,-95.3355089,Voice In
102561,12240575-101002983817,"3419 KINKAID, HOUSTON TX 77093",HARRIS,H,EASTEX - JENSEN AREA,0720220170360,NE,NE,MONDAY,2nd Thursday,MONDAY-B,454B,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-09 14:04:25,2018-04-11 14:04:24,2018-04-10 10:50:08,-1.13,Pothole-101002983817,3130165.17095,13875677.248819998,29.85237565,-95.33475343,Voice In
102576,12240581-101002983839,"4818 ELI, HOUSTON TX 77007",HARRIS,C,WASHINGTON AVENUE COALITION / MEMORIAL P,0072650000016,NW,NW,MONDAY,1st Wednesday,MONDAY-A,492H,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-09 14:11:58,2018-04-11 14:11:58,2018-04-10 15:00:09,-0.97,Pothole-101002983839,3107097.01138,13846302.54083,29.77360237,-95.41033497,Voice In
102629,12240594-101002983902,Intersection 6300 W BELLFORT AVE&11300 BOB WHITE DR,,K,BRAYS OAKS,,,,,,,570D,HCID #5 (Brays Oaks),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-09 14:44:02,2018-04-11 14:44:02,2018-04-10 10:40:09,-1.17,Pothole-101002983902,3079651.3458,13802934.72665,,,Voice In
102638,12240599-101002983923,Intersection 14200 BRIAR FOREST DR&1700 BRIAR HOME DR,,G,ELDRIDGE / WEST OAKS,,,,,,,488J,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-09 14:52:09,2018-04-11 14:52:08,2018-04-10 13:25:08,-1.06,Pothole-101002983923,3035781.86825,13837745.65375,,,Voice In
102723,12240631-101002984039,Intersection 13400 ALMEDA RD&2 ALMEDA GENOA RD&2900 W FUQUA ST,,K,CENTRAL SOUTHWEST,,,,,,,572U,Five Corners HCID #10B,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-09 15:46:51,2018-04-11 15:46:50,2018-04-10 09:55:11,-1.24,Pothole-101002984039,3105941.76369,13788068.5592,,,Voice In
102745,12240640-101002984071,"12442 BRIAR FOREST, HOUSTON TX 77077",HARRIS,G,BRIAR FOREST,0992570010026,,,,,,488R,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-09 16:02:29,2018-04-11 16:02:28,2018-04-10 14:15:09,-1.07,Pothole-101002984071,3046977.02401,13837377.5554,29.75400896,-95.6005837,Voice In
102786,12240655-101002984124,Intersection 6300 BELLAIRE BLVD&6900 HILLCROFT AVE,,J,GULFTON,,,,,,,531E,Sharpstown MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-09 16:28:18,2018-04-11 16:28:18,2018-04-10 11:35:09,-1.2,Pothole-101002984124,3081611.91406,13820735.94728,,,Voice In
102898,12240692-101002984265,"11002 CATAMORE, HOUSTON TX 77076",HARRIS,H,NORTHSIDE/NORTHLINE,0790390010014,NE,NW,MONDAY,3rd Monday,MONDAY-B,413Y,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-09 18:16:29,2018-04-12 08:00:00,2018-04-10 10:15:08,-1.91,Pothole - 272342,-95.37118,29.86239,29.86252641,-95.37089452,WAP
103048,12240729-101002984428,"13730 BEAMER, UNINCORPORATED TX 77089",HARRIS,,,1164600000001,,,,,,616H,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-10 07:00:48,2018-04-11 16:00:47,2018-04-11 12:45:09,-0.14,Pothole,,,29.57669602,-95.20443562,WEB
103052,12240731-101002984432,"1514 MALONE, HOUSTON TX 77007",HARRIS,C,WASHINGTON AVENUE COALITION / MEMORIAL P,1348980010012,NW,NW,MONDAY,1st Wednesday,MONDAY-A,492G,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-10 07:03:26,2018-04-11 16:03:25,2018-04-11 08:45:09,-0.3,Pothole-101002984432,3104274.04721,13846606.642259998,29.7746762,-95.41920004,Voice In
103175,12241783-101002984569,Intersection 9600 ALCORN ST&2300 TIDWELL RD,,H,EASTEX - JENSEN AREA,,NE,NE,MONDAY,2nd Thursday,,453D,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-10 08:40:51,2018-04-12 08:40:51,2018-04-13 14:15:10,1.23,Pothole-101002984569,3125438.7995,13873956.727980003,,,Voice In
103184,12240759-101002984583,Intersection 500 HAMBLEN RD&900 LAUREL SPRINGS LN,,E,KINGWOOD AREA,,,,,,,336J,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-10 08:47:58,2018-04-12 08:47:58,2018-04-30 15:25:02,18.28,Pothole-101002984583,3155186.71802,13941053.239779998,,,Voice In
103249,12240775-101002984673,"3710 OATES, HOUSTON TX 77013",HARRIS,I,EL DORADO / OATES PRAIRIE,0410150060255,NE,NE,THURSDAY,1st Monday,THURSDAY-A,456W,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-10 09:20:25,2018-04-12 09:20:25,2018-04-11 09:05:10,-1.01,Pothole - 271672,-95.24123,29.79819,29.79710178,-95.24140082,WAP
103250,12240776-101002984674,"3903 OATES, HOUSTON TX 77013",HARRIS,I,EL DORADO / OATES PRAIRIE,0410150060136,NE,NE,THURSDAY,1st Monday,THURSDAY-A,456W,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-10 09:20:27,2018-04-12 09:20:27,2018-04-10 09:55:09,-1.98,Pothole - 271671,-95.24154,29.79845,29.79939645,-95.24124675,WAP
103253,12240777-101002984677,"3910 OATES, HOUSTON TX 77013",HARRIS,I,EL DORADO / OATES PRAIRIE,0410150060424,NE,NE,THURSDAY,1st Monday,THURSDAY-A,456W,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-10 09:20:30,2018-04-12 09:20:30,2018-04-11 08:40:09,-1.03,Pothole - 271674,-95.23993,29.79967,29.79916488,-95.23999496,WAP
103254,12240778-101002984678,"4202 OATES, HOUSTON TX 77013",HARRIS,I,EL DORADO / OATES PRAIRIE,0621940040004,NE,NE,THURSDAY,1st Monday,THURSDAY-A,456W,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-10 09:20:32,2018-04-12 09:20:31,2018-04-11 08:10:09,-1.05,Pothole - 271675,-95.24049,29.80098,29.80167701,-95.23963778,WAP
103257,12240780-101002984681,"2301 COMMERCE, HOUSTON TX 77003",HARRIS,H,SECOND WARD,0371440000001,,,,,,493R,East End MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-10 09:20:35,2018-04-12 09:20:35,2018-04-12 14:40:12,0.22,Pothole - 271680,-95.34821,29.75791,29.757548,-95.34817673,WAP
103259,12240782-101002984683,"612 A E 20TH, HOUSTON TX 77008",HARRIS,C,GREATER HEIGHTS,1368700010001,NW,NE,THURSDAY,3rd Wednesday,THURSDAY-B,453S,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-10 09:20:39,2018-04-12 09:20:38,2018-04-11 13:35:11,-0.82,Pothole - 271682,-95.39148,29.80407,29.80390436,-95.3915923,WAP
103269,12240784-101002984693,"5101 CREEKMONT, HOUSTON TX 77091",HARRIS,C,CENTRAL NORTHWEST,0302310110016,NW,NW,THURSDAY,4th Tuesday,THURSDAY-B,451G,Near Northwest MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-10 09:20:53,2018-04-12 09:20:52,2018-04-11 11:25:10,-0.91,Pothole - 271718,-95.46706,29.84196,29.84211191,-95.46723586,WAP
103274,12240786-101002984698,"5903 BALFOUR, HOUSTON TX 77028",HARRIS,B,EAST HOUSTON,0122610000009,NE,NW,THURSDAY,2nd Monday,THURSDAY-A,455Q,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-10 09:21:00,2018-04-12 09:21:00,2018-04-10 14:50:09,-1.77,Pothole - 271734,-95.26918,29.81609,29.81624678,-95.26907334,WAP
103275,12240786-101002984699,"5903 BALFOUR, HOUSTON TX 77028",HARRIS,B,EAST HOUSTON,0122610000009,NE,NW,THURSDAY,2nd Monday,THURSDAY-A,455Q,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-10 09:21:01,2018-04-12 09:21:01,2018-04-10 09:21:41,-2.0,Pothole - 271735,-95.26918,29.81609,29.81624678,-95.26907334,WAP
103282,12240788-101002984706,"710 MEYERLAND, HOUSTON TX 77096",HARRIS,C,MEYERLAND AREA,0855730000029,,,,,,531Q,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-10 09:21:11,2018-04-12 09:21:11,2018-04-11 09:30:08,-0.99,Pothole - 271854,-95.46173,29.68914,29.68887816,-95.46203803,WAP
103288,12240790-101002984713,"6525 SEALEY, HOUSTON TX 77091",HARRIS,B,ACRES HOME,0551760000020,NW,NW,TUESDAY,4th Tuesday,TUESDAY-B,412X,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-10 09:21:19,2018-04-12 09:21:19,2018-04-11 11:45:10,-0.9,Pothole - 271988,-95.43667,29.85902,29.85893013,-95.43686337,WAP
103289,12240789-101002984712,"4647 GULF, HOUSTON TX 77023",HARRIS,I,GREATER EASTWOOD,0350390000001,,,,,,494X,East End MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-10 09:21:19,2018-04-12 09:21:19,2018-04-10 09:40:08,-1.99,Pothole - 271976,-95.33477,29.72682,29.72688169,-95.33411955,WAP
103290,12240791-101002984715,"3156 HAMILTON, HOUSTON TX 77004",HARRIS,D,MIDTOWN,0191240000001,NW,NE,MONDAY,1st Wednesday,MONDAY-A,493U,Midtown MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-10 09:21:22,2018-04-12 09:21:22,2018-04-11 13:20:10,-0.83,Pothole - 271995,-95.36913,29.73701,29.73723064,-95.36939932,WAP
103307,12240795-101002984732,"8102 TAVENOR, HOUSTON TX 77075",HARRIS,D,GREATER HOBBY AREA,0772800560001,SE,SE,FRIDAY,4th Monday,FRIDAY-B,575K,HCID #9,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-10 09:21:42,2018-04-12 09:21:42,2018-04-11 13:35:10,-0.82,Pothole - 272168,-95.27578,29.62963,29.62970431,-95.27557993,WAP
103308,12240796-101002984733,"14473 MEMORIAL, HOUSTON TX 77079",HARRIS,G,MEMORIAL,0990470000008,,,,,,488H,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-10 09:21:44,2018-04-12 09:21:44,2018-04-11 10:10:10,-0.97,Pothole - 272169,-95.60223,29.77023,29.76968413,-95.6022869,WAP
103313,12240798-101002984738,"10004 TANNER, HOUSTON TX 77041",HARRIS,A,CARVERDALE,1383940010002,NW,NW,FRIDAY,4th Friday,FRIDAY-A,450A,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-10 09:21:50,2018-04-12 09:21:49,2018-04-12 12:10:09,0.12,Pothole - 272179,-95.54048,29.85008,29.85038424,-95.5404387,WAP
103314,12240799-101002984739,"9700 TANNER, HOUSTON TX 77041",HARRIS,A,CARVERDALE,0131810000073,,,,,,450B,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-10 09:21:51,2018-04-12 09:21:51,2018-04-25 14:40:09,13.22,Pothole - 272180,-95.53247,29.85003,29.85039816,-95.53281585,WAP
103315,12240800-101002984740,"6211 DIXIE, HOUSTON TX 77087",HARRIS,I,GOLFCREST / BELLFORT / REVEILLE,0591360130001,,,,,,534U,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-10 09:21:52,2018-04-12 09:21:52,2018-04-11 14:55:09,-0.77,Pothole - 272181,-95.3187,29.67847,29.67881814,-95.31872989,WAP
103323,12240804-101002984748,"5575 MAUDLIN, HOUSTON TX 77087",HARRIS,I,GOLFCREST / BELLFORT / REVEILLE,0410120000033,SE,SE,TUESDAY,3rd Monday,TUESDAY-A,534Q,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-10 09:22:02,2018-04-12 09:22:02,2018-04-11 14:45:10,-0.78,Pothole - 272195,-95.31496,29.68451,29.68469046,-95.31519045,WAP
103327,12240806-101002984752,"11306 MYKAWA, HOUSTON TX 77048",HARRIS,D,MINNETEX,0270260000004,SE,SE,FRIDAY,4th Monday,FRIDAY-B,574R,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-10 09:22:06,2018-04-12 09:22:06,2018-04-11 14:10:09,-0.8,Pothole - 272202,-95.30411,29.61872,29.61731407,-95.30417714,WAP
103341,12240810-101002984766,"8002 RAND, HOUSTON TX 77028",HARRIS,B,SETTEGAST,0720270080087,NE,NW,THURSDAY,2nd Monday,THURSDAY-A,455T,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-10 09:22:25,2018-04-12 09:22:25,2018-04-10 14:45:09,-1.78,Pothole - 272227,-95.28077,29.80457,29.80554135,-95.28077607,WAP
103371,12240813-101002984797,"1500 WASHINGTON, HOUSTON TX 77007",HARRIS,H,WASHINGTON AVENUE COALITION / MEMORIAL P,0052350000001,,,,,,493L,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-10 09:23:05,2018-04-12 09:23:05,2018-04-11 11:15:10,-0.92,Pothole - 272404,-95.37253,29.76731,29.76749618,-95.37267591,WAP
103383,12240815-101002984810,"10104 DUNVEGAN, HOUSTON TX 77013",HARRIS,I,NORTHSHORE,0953710000017,NE,NE,THURSDAY,1st Monday,THURSDAY-A,495H,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-10 09:23:17,2018-04-12 09:23:17,2018-04-11 05:35:08,-1.16,Pothole - 272420,-95.25143,29.78074,29.78038212,-95.25083268,WAP
103391,12240817-101002984818,"443 REID, HOUSTON TX 77022",HARRIS,H,NEAR NORTHSIDE,0420500000039,NE,NE,MONDAY,2nd Friday,MONDAY-B,453Q,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-10 09:23:26,2018-04-12 09:23:26,2018-04-11 10:40:09,-0.95,Pothole - 272427,-95.36558,29.81498,29.81490925,-95.36565481,WAP
103477,12240842-101002984916,"2022 WINDSOR, HOUSTON TX 77006",HARRIS,C,NEARTOWN - MONTROSE,0520620420013,NW,NE,MONDAY,1st Wednesday,MONDAY-A,492R,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-10 10:01:56,2018-04-12 10:01:56,2018-04-11 12:05:09,-0.91,Pothole - 272431,-95.40023,29.74793,29.74800033,-95.40033824,WAP
103525,12240857-101002984970,"7618 APPLETON, HOUSTON TX 77022",HARRIS,H,NORTHSIDE/NORTHLINE,0710210020008,NE,NW,MONDAY,3rd Monday,MONDAY-B,453L,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-10 10:21:55,2018-04-12 10:21:55,2018-04-11 14:05:10,-0.84,Pothole,,,29.83107549,-95.36740952,WEB
103563,12240835-101002985013,Intersection 5800 S GESSNER RD&10000 HARWIN DR,,J,SHARPSTOWN,,,,,,,530A,Sharpstown MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-10 10:34:36,2018-04-12 10:34:36,2018-04-10 10:34:46,-2.0,Pothole,,,,,Unknown
103700,12240910-101002985178,Intersection 1000 HOLCOMBE BLVD&2100 W HOLCOMBE BLVD&6800 MAIN ST,,K,MEDICAL CENTER AREA,,,,,,,532H,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-10 11:45:39,2018-04-12 11:45:39,2018-04-11 08:50:08,-1.12,Pothole-101002985178,3109520.07149,13821872.18451,,,Voice In
104294,272522-101002985875,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-10 17:01:43,2018-04-13 08:00:00,2018-04-10 17:32:31,-2.6,Pothole - 272522,-95.47852,29.70363,Unknown,Unknown,WAP
104341,12241091-101002985932,"7010 CHETWOOD, HOUSTON TX 77081",HARRIS,J,GULFTON,0370580220054,SW,SE,TUESDAY,1st Friday,TUESDAY-B,531F,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-10 17:31:41,2018-04-13 08:00:00,2018-04-11 10:00:09,-1.92,Pothole-101002985932,3086230.84084,13820182.13212,29.7035481,-95.47855862,Unknown
104422,12241115-101002986023,Intersection 230 CHIMNEY ROCK RD&300 WESTMINSTER DR,,G,GREATER UPTOWN,,,,,,,491F,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-10 18:38:37,2018-04-13 08:00:00,2018-04-11 09:30:08,-1.94,Pothole-101002986023,3084228.11322,13846450.94309,,,Voice In
104473,12241129-101002986089,"6959 HARWIN, HOUSTON TX 77036",HARRIS,J,SHARPSTOWN,1048490000021,,,,,,530D,Sharpstown MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-10 19:46:38,2018-04-13 08:00:00,2018-04-11 10:25:10,-1.9,Pothole,,,29.71758777,-95.50493725,WEB
104559,12241146-101002986180,Intersection 10200 W BELLFORT AVE&11500 KEEGANS RIDGE RD,,K,BRAYS OAKS,,,,,,,569D,HCID #5 (Brays Oaks),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-11 05:50:00,2018-04-12 14:50:00,2018-04-11 10:55:09,-1.16,Pothole,,,,,WEB
104629,12241158-101002986253,"3459 MEADOW LAKE, HOUSTON TX 77027",HARRIS,G,AFTON OAKS / RIVER OAKS AREA,0601590590001,,,,,,492P,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-11 07:54:34,2018-04-12 16:54:34,2018-04-12 10:45:10,-0.26,Pothole-101002986253,3100256.40695,13836302.12907,29.74668954,-95.43284934,Voice In
104705,12241171-101002986338,Intersection 10900 BISSONNET ST&9600 S WILCREST DR&9550 WILCREST DR,,J,ALIEF,,,,,,,529U,International MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-11 08:38:41,2018-04-13 08:38:41,2018-04-12 11:45:10,-0.87,Pothole,,,,,WEB
104743,12241181-101002986377,"3903 OATES, HOUSTON TX 77013",HARRIS,I,EL DORADO / OATES PRAIRIE,0410150060136,NE,NE,THURSDAY,1st Monday,THURSDAY-A,456W,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-11 09:03:51,2018-04-13 09:03:51,2018-04-11 12:25:10,-1.86,Pothole - 271677,-95.24087,29.79933,29.79939645,-95.24124675,WAP
104761,12241183-101002986395,"1600 WASHINGTON, HOUSTON TX 77007",HARRIS,H,WASHINGTON AVENUE COALITION / MEMORIAL P,0052360000017,,,,,,493K,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-11 09:04:23,2018-04-13 09:04:23,2018-04-12 09:50:10,-0.97,Pothole - 272661,-95.37399,29.76743,29.76766816,-95.37410219,WAP
104762,12241184-101002986396,"1513 WASHINGTON, HOUSTON TX 77007",,H,WASHINGTON AVENUE COALITION / MEMORIAL P,,,,,,,493K,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-11 09:04:26,2018-04-13 09:04:26,2018-04-12 10:00:10,-0.96,Pothole - 272662,-95.37308,29.76734,29.7672988,-95.3733773,WAP
104786,12241188-101002986423,"10039 BURNSIDE, HOUSTON TX 77041",HARRIS,A,CARVERDALE,1275650010001,NW,NW,FRIDAY,4th Friday,FRIDAY-A,450A,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-11 09:16:39,2018-04-13 09:16:39,2018-04-12 13:15:10,-0.83,Pothole - 272669,-95.54229,29.85003,29.85026527,-95.54215446,WAP
104789,12241189-101002986424,"9747 TANNER, HOUSTON TX 77041",HARRIS,A,CARVERDALE,0131810000063,NW,NW,FRIDAY,4th Friday,FRIDAY-A,450B,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-11 09:16:42,2018-04-13 09:16:42,2018-04-11 12:30:09,-1.87,Pothole - 272668,-95.53413,29.85006,29.84974196,-95.53396853,WAP
104870,12241206-101002986510,"310 N WAYSIDE, HOUSTON TX 77029",HARRIS,H,DENVER HARBOR / PORT HOUSTON,0182330000001,,,,,,495N,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-11 10:01:46,2018-04-13 10:01:46,2018-04-12 15:15:10,-0.78,Pothole - 272680,-95.29428,29.75826,29.75850919,-95.2933929,WAP
104906,12241217-101002986547,"16802 IMPERIAL VALLEY, HOUSTON TX 77060",HARRIS,B,GREATER GREENSPOINT,1089480000011,,,,,,373N,Greater Greenspoint MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-11 10:16:36,2018-04-13 10:16:35,2018-04-12 14:50:10,-0.81,Pothole - 272684,-95.39589,29.94349,29.94355693,-95.39561341,WAP
105028,12241249-101002986690,"8094 CAMBRIDGE, HOUSTON TX 77054",,D,ASTRODOME AREA,,,,,,,533N,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-11 11:16:45,2018-04-13 11:16:44,2018-04-30 11:50:03,17.02,Pothole - 272700,-95.39424,29.68945,29.68918907,-95.39449605,WAP
105436,12241367-101002987117,"107 WILLARD, HOUSTON TX 77006",HARRIS,C,FOURTH WARD,1300770010001,NW,NE,MONDAY,1st Wednesday,MONDAY-A,493P,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-11 15:12:24,2018-04-13 15:12:24,2018-04-12 08:45:09,-1.27,Pothole,,,29.75084837,-95.38432827,WEB
105502,12241388-101002987200,"8515 CLINTON, HOUSTON TX 77029",HARRIS,B,CLINTON PARK TRI-COMMUNITY,0151310000090,,,,,,495T,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-11 16:06:06,2018-04-13 16:06:06,2018-04-12 13:35:10,-1.1,Pothole,,,29.74526275,-95.27535594,Unknown
105511,12241394-101002987212,"9101 CLINTON, HOUSTON TX 77029",HARRIS,I,CLINTON PARK TRI-COMMUNITY,0700110040011,NE,NE,THURSDAY,1st Tuesday,THURSDAY-A,495U,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-04-11 16:12:34,2018-04-13 16:12:34,2018-04-12 12:40:10,-1.15,Pothole,,,29.73751074,-95.26361313,Unknown
