CASE NUMBER,SR LOCATION,COUNTY,DISTRICT,NEIGHBORHOOD,TAX ID,TRASH QUAD,RECYCLE QUAD,TRASH DAY,HEAVY TRASH DAY,RECYCLE DAY,KEY MAP,MANAGEMENT DISTRICT,DEPARTMENT,DIVISION,SR TYPE,QUEUE,SLA,STATUS,SR CREATE DATE,DUE DATE,DATE CLOSED,OVERDUE,Title,x,y,LATITUDE,LONGITUDE,Channel Type
11770714-101001387836,Intersection 10000 WESTVIEW DR&1240 WITTE RD,,A,SPRING BRANCH WEST,,NW,NE,FRIDAY,4th Wednesday,Friday-a,450W,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-28 10:33:40,2014-05-31 10:33:40,2014-05-28 13:04:57,-2.89,Flooding-101001387836,3065768.52284,13851336.70793,,,Voice In
11770719-101001387847,"6320 MADDEN, HOUSTON TX 77048",HARRIS,D,MINNETEX,0361210000042,SE,SE,FRIDAY,4th Tuesday,FRIDAY-B,574L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-28 10:37:13,2014-05-31 10:37:13,2014-05-28 15:19:57,-2.8,Flooding-101001387847,3138371.09581,13796230.131139997,29.63329354,-95.31677136,Voice In
11770723-101001387862,"3225 WIMBERLY, HOUSTON TX 77093",HARRIS,H,EASTEX - JENSEN AREA,0700910020033,NE,NE,MONDAY,2nd Thursday,MONDAY-B,454E,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-28 10:39:45,2014-05-31 10:39:45,2014-05-28 16:49:58,-2.74,Flooding-101001387862,3129587.04481,13872552.6048,29.8438371,-95.33688501,Voice In
11770727-101001387867,"9228 N GREEN RIVER, HOUSTON TX 77078",HARRIS,B,EAST HOUSTON,0641950160011,NE,NW,THURSDAY,2nd Monday,THURSDAY-A,455M,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-28 10:41:35,2014-05-31 10:41:35,2014-05-28 15:19:57,-2.81,Flooding-101001387867,3156399.04073,13870207.82373,29.83505673,-95.25259001,Voice In
11770731-101001387887,"3058 OAK FOREST, HOUSTON TX 77018",HARRIS,C,CENTRAL NORTHWEST,0851380000489,NW,NE,TUESDAY,3rd Thursday,TUESDAY-B,452N,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-28 10:46:24,2014-05-31 10:46:24,2014-05-28 16:20:02,-2.77,Flooding-101001387887,3098331.55975,13861257.62181,29.81544637,-95.43651654,Voice In
101001387890,"11418 SPOTTSWOOD, HOUSTON TX 77016",HARRIS,B,EAST LITTLE YORK / HOMESTEAD,0913980000010,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,415N,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-28 10:47:55,2014-05-31 10:47:55,2014-06-02 10:25:38,1.98,Flooding,,,29.88545547,-95.28975609,Voice In
11770736-101001387895,"1617 FANNIN, HOUSTON TX 77002",HARRIS,I,DOWNTOWN,0020670000004,,,,,,493Q,Houston Downtown,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-28 10:49:39,2014-05-31 10:49:39,2014-05-28 14:19:58,-2.85,Flooding-101001387895,3120862.88477,13838635.79895,29.75136017,-95.36771338,Voice In
11770739-101001387911,Intersection 8600 W BELLFORT AVE&11300 S GESSNER RD,,K,BRAYS OAKS,,,,,,,570B,HCID #5 (Brays Oaks),PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-28 10:55:10,2014-05-31 10:54:00,2014-05-28 17:04:57,-2.74,Flooding-101001387911,3071051.84561,13802315.53104,,,e-mail In
11770757-101001387949,Intersection 1600 HOLMES RD&9460 KIRBY DR,,K,CENTRAL SOUTHWEST,,,,,,,532Y,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-28 11:08:02,2014-05-31 11:08:02,2014-05-28 15:49:57,-2.8,Flooding-101001387949,3107412.66364,13807000.505260002,,,Voice In
11770765-101001387971,"7302 BONITA, HOUSTON TX 77016",HARRIS,B,TRINITY / HOUSTON GARDENS,0660190000151,NE,NW,TUESDAY,2nd Tuesday,TUESDAY-A,454L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-28 11:14:41,2014-05-31 11:14:41,2014-05-28 14:49:58,-2.85,Flooding-101001387971,3134222.98862,13866215.64963,29.82601938,-95.32289707,Voice In
11770770-101001387985,Intersection 14200 FONMEADOW DR&11500 HAVILAND ST,Harris County,K,WESTBURY,,SW,SW,THURSDAY,3rd Thursday,THURSDAY-A,570H,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-28 11:21:06,2014-05-31 11:21:06,2014-05-28 13:04:57,-2.93,Flooding-101001387985,3080937.63489,13796412.759379998,29.63864714,-95.49746708,Voice In
11770872-101001388249,"3209 KING, HOUSTON TX 77026",HARRIS,H,EASTEX - JENSEN AREA,0660560020114,NE,NE,MONDAY,2nd Friday,MONDAY-B,454N,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-28 12:59:29,2014-05-31 12:59:29,2014-05-28 17:04:58,-2.83,Flooding-101001388249,3129178.69425,13863246.24579,29.81829277,-95.33909125,Voice In
11770877-101001388262,"4737 AFTONSHIRE, HOUSTON TX 77027",HARRIS,G,AFTON OAKS / RIVER OAKS AREA,0841300000007,,,,,,491V,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-28 13:02:59,2014-05-31 13:02:59,2014-05-28 14:49:56,-2.93,Flooding,,,29.73610026,-95.45743535,WEB
11770885-101001388282,"10214 BRIAR ROSE, HOUSTON TX 77042",HARRIS,G,BRIAR FOREST,1034870001130,,,,,,489R,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-28 13:10:33,2014-05-31 13:10:32,2014-05-28 15:34:56,-2.9,Flooding-101001388282,3061746.99152,13835166.31343,29.74674211,-95.55426004,Voice In
11770886-101001388284,"7900 CAMBRIDGE, HOUSTON TX 77054",HARRIS,D,ASTRODOME AREA,0440940000090,,,,,,533N,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-28 13:10:47,2014-05-31 13:10:47,2014-05-28 13:49:58,-2.97,Flooding-101001388284,3112970.63251,13816644.233020002,29.69158299,-95.39471042,Voice In
11770892-101001388295,Intersection 8300 CAMBRIDGE ST&2300 HOLLY HALL ST,,K,ASTRODOME AREA,,,,,,,533N,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-28 13:15:26,2014-05-31 13:15:26,2014-05-28 14:04:58,-2.97,Flooding-101001388295,3112783.05874,13814356.4748,,,Voice In
11770899-101001388301,"6835 LAUGHLIN, HOUSTON TX 77489",FORT BEND,K,FORT BEND HOUSTON,2150060010220907,SW,SW,FRIDAY,3rd Friday,FRIDAY-A,571W,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-28 13:19:00,2014-05-31 13:19:00,2014-05-28 14:49:56,-2.94,Flooding-101001388301,3084258.55246,13780993.061539998,29.59598653,-95.48847466,Voice In
11770942-101001388401,"6111 SANTA CHRISTI, HOUSTON TX 77053",FORT BEND,K,FORT BEND HOUSTON,5955010020040907,SW,SW,FRIDAY,4th Wednesday,FRIDAY-A,611B,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-28 14:06:53,2014-05-31 14:06:53,2014-05-28 16:04:57,-2.92,Flooding-101001388401,3086886.49242,13776591.993900003,29.58367129,-95.48062566,Voice In
11770955-101001388437,Intersection 9400 SCOTT ST&3800 WILMINGTON ST,Harris County,D,SUNNYSIDE,,SE,SE,FRIDAY,4th Friday,FRIDAY-A,573C,HCID #10-A,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-28 14:20:09,2014-05-31 14:20:09,2014-05-28 16:20:02,-2.92,Flooding-101001388437,3121658.06329,13803827.87053,29.65561491,-95.3686142,Voice In
11770957-101001388449,"6100 HARRISBURG, HOUSTON TX 77011",HARRIS,H,SECOND WARD,0380630000001,,,,,,494U,East End MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-28 14:24:34,2014-05-31 14:24:34,2014-05-28 17:04:57,-2.89,Flooding-101001388449,3137616.53991,13834805.29152,29.73939033,-95.31532027,Voice In
11770966-101001388476,"4327 RICHMEADOW, HOUSTON TX 77048",HARRIS,D,SOUTH ACRES / CRESTMONT PARK,1276360020048,SE,SE,FRIDAY,4th Tuesday,FRIDAY-B,573R,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-28 14:38:00,2014-05-31 14:37:59,2014-05-28 15:34:56,-2.96,Flooding-101001388476,3128127.84235,13791084.99215,29.62003393,-95.34950571,Voice In
11770974-101001388504,Intersection 6100 CLAREWOOD DR&6600 RAMPART DR,Harris County,J,GULFTON,,SW,SE,TUESDAY,1st Friday,TUESDAY-B,531E,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-28 14:46:51,2014-05-31 14:46:51,2014-05-28 16:49:58,-2.91,Flooding-101001388504,3082900.79009,13822113.789340002,29.70913315,-95.48886107,Voice In
11770978-101001388509,Intersection 14000 FONDREN RD&0 S SAM HOUSTON PKWY W,,K,FORT BEND HOUSTON,,,,,,,570Q,Five Corners HCID #10B,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-28 14:48:58,2014-05-31 14:48:58,2014-05-28 18:04:57,-2.86,Flooding-101001388509,3077620.88267,13789590.67099,,,Voice In
11770996-101001388571,"8923 FRIENDLY, HOUSTON TX 77093",HARRIS,H,EASTEX - JENSEN AREA,0421000020018,NE,NW,TUESDAY,2nd Thursday,TUESDAY-A,454F,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-28 15:05:32,2014-05-31 15:05:31,2014-05-28 16:49:58,-2.93,Flooding-101001388571,3132465.60434,13871738.62021,29.84135158,-95.32789001,Voice In
11771002-101001388580,Intersection 2400 LEXFORD LN&9700 WEATHERWOOD DR,Harris County,A,SPRING BRANCH NORTH,,NW,NE,FRIDAY,4th Friday,FRIDAY-A,450P,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-28 15:09:10,2014-05-31 15:09:10,2014-05-28 17:04:58,-2.92,Flooding-101001388580,3068199.29948,13860064.38208,29.81465724,-95.53160865,Voice In
11771028-101001388664,"2409 SHERWIN, HOUSTON TX 77007",HARRIS,C,WASHINGTON AVENUE COALITION / MEMORIAL P,1331330010003,NW,NW,THURSDAY,3rd Wednesday,THURSDAY-B,492B,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-28 15:43:35,2014-05-31 15:43:35,2014-05-28 17:34:57,-2.92,Flooding,,,29.78076728,-95.42675767,WEB
11771082-101001388832,"6002 BELARBOR, HOUSTON TX 77033",HARRIS,D,SOUTH PARK,0790090130018,SE,SE,FRIDAY,4th Wednesday,FRIDAY-A,534X,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-28 16:52:46,2014-05-31 16:52:45,2014-05-28 18:19:58,-2.94,Flooding-101001388832,3135863.73665,13807850.44812,29.66545154,-95.32351061,Voice In
11771132-101001388942,Intersection 9000 CLINTON DR&800 TEAL ST,Harris County,H,CLINTON PARK TRI-COMMUNITY,,,,,,,495U,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-28 17:57:02,2014-05-31 17:57:02,2014-05-29 08:49:57,-2.38,Flooding-101001388942,3152820.90615,13835338.58113,29.73953046,-95.26737969,Voice In
11771133-101001388951,"4322 RICHMEADOW, HOUSTON TX 77048",HARRIS,D,SOUTH ACRES / CRESTMONT PARK,1276360010034,SE,SE,FRIDAY,4th Tuesday,FRIDAY-B,573R,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-28 18:01:27,2014-05-31 18:01:27,2014-05-29 06:34:57,-2.48,Flooding-101001388951,3128103.04548,13790947.07805,29.61965697,-95.34959726,Voice In
11771148-101001388986,"1801 FERGUSON, HOUSTON TX 77088",HARRIS,B,ACRES HOME,0162630000183,NW,NW,TUESDAY,3rd Friday,TUESDAY-B,412N,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-28 18:32:35,2014-05-31 18:32:34,2014-05-29 11:19:58,-2.3,Flooding-101001388986,3097213.6755,13883877.53885,29.87771449,-95.43786785,Voice In
11771208-101001389118,"1244 W 23RD, HOUSTON TX 77008",HARRIS,C,GREATER HEIGHTS,1331270010009,NW,NW,THURSDAY,3rd Wednesday,THURSDAY-B,452U,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-28 21:09:38,2014-05-31 21:09:38,2014-05-29 12:49:57,-2.35,Flooding,,,29.80642307,-95.42154767,WEB
11771228-101001389153,"1245 W 23RD, HOUSTON TX 77008",HARRIS,C,GREATER HEIGHTS,1390610010001,NW,NW,THURSDAY,3rd Wednesday,THURSDAY-B,452U,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-28 23:23:34,2014-05-31 23:23:34,2014-05-29 09:20:02,-2.59,Flooding-101001389153,3103033.57233,13858333.29597,29.80688528,-95.42193076,Voice In
11771238-101001389192,"9102 CATHEY, HOUSTON TX 77080",HARRIS,A,SPRING BRANCH CENTRAL,0651050000007,NW,NE,FRIDAY,4th Thursday,FRIDAY-A,450U,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-29 03:59:31,2014-06-01 03:59:31,2014-05-29 06:34:57,-2.89,Flooding-101001389192,3073858.00568,13857221.49701,29.80638025,-95.51403913,Voice In
11771285-101001389327,"4723 AFTONSHIRE, HOUSTON TX 77027",HARRIS,G,AFTON OAKS / RIVER OAKS AREA,1134420000001,,,,,,491V,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-29 08:18:52,2014-06-01 08:18:52,2014-05-29 12:04:58,-2.84,Flooding-101001389327,3092825.96282,13832191.87024,29.73601254,-95.45664715,Voice In
11771369-101001389575,"5534 BEVERLYHILL, HOUSTON TX 77056",HARRIS,G,GREATER UPTOWN,1094330000003,SW,SW,MONDAY,1st Friday,MONDAY-A,491X,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-29 10:06:30,2014-06-01 10:06:30,2014-05-29 11:20:02,-2.95,Flooding,,,29.73056026,-95.47598536,WEB
11771371-101001389579,"5534 BEVERLYHILL, HOUSTON TX 77056",HARRIS,G,GREATER UPTOWN,1094330000003,SW,SW,MONDAY,1st Friday,MONDAY-A,491X,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-29 10:08:33,2014-06-01 10:08:33,2014-05-29 11:20:02,-2.95,Flooding,,,29.73056026,-95.47598536,WEB
11771393-101001389628,"2935 ORION, HOUSTON TX 77088",HARRIS,A,ACRES HOME,0986330000131,NW,NW,TUESDAY,4th Monday,TUESDAY-B,411R,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-29 10:28:39,2014-06-01 10:28:39,2014-05-29 13:35:03,-2.87,Flooding-101001389628,3091967.14039,13884264.99411,29.87921782,-95.45437827,Voice In
11771402-101001389654,"826 GREENPARK, HOUSTON TX 77079",HARRIS,G,MEMORIAL,0992600000012,,,,,,488C,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-29 10:44:21,2014-06-01 10:44:21,2014-05-30 11:49:57,-1.95,Flooding,,,29.7772885,-95.61219823,WEB
11771518-101001390045,"7735 TEAL RUN, HOUSTON TX 77071",HARRIS,K,BRAYS OAKS,1106770000032,SW,SW,THURSDAY,3rd Thursday,THURSDAY-A,570C,HCID #5 (Brays Oaks),PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-29 13:50:12,2014-06-01 13:50:11,2014-05-29 15:34:58,-2.93,Flooding-101001390045,3075533.71952,13801389.03716,29.6527702,-95.51400444,Voice In
11771528-101001390077,Intersection 5200 KELLING DR&5100 WILLOMINE WAY,Harris County,K,CENTRAL SOUTHWEST,,SW,SW,FRIDAY,4th Monday,FRIDAY-B,571L,Five Corners HCID #10B,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-29 14:02:07,2014-06-01 14:02:07,2014-05-29 15:04:57,-2.96,Flooding-101001390077,3093332.31253,13793214.78087,29.62883004,-95.45877069,Voice In
11771608-101001390321,"10702 HILLCROFT, HOUSTON TX 77096",HARRIS,K,WESTBURY,0880660000063,SW,SW,THURSDAY,2nd Thursday,THURSDAY-A,531W,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-29 15:46:23,2014-06-01 15:46:23,2014-05-29 16:19:56,-2.98,Flooding-101001390321,3082194.31742,13805922.79121,29.66468524,-95.49261504,Voice In
11771634-101001390406,"4835 RIDGESTONE, HOUSTON TX 77053",,K,FORT BEND HOUSTON,,SW,,FRIDAY,4th Friday,,611D,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-29 16:37:43,2014-06-01 16:37:43,2014-05-30 12:49:58,-2.16,Flooding-101001390406,3094656.0402,13779156.599340003,29.59007591,-95.45594662,Voice In
11771645-101001390434,Intersection 7400 CAMBRIDGE ST&2000 OLD SPANISH TRL,,D,MEDICAL CENTER AREA,,,,,,,533J,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-29 16:52:18,2014-06-01 16:52:18,2014-05-30 10:04:57,-2.28,Flooding-101001390434,3113436.82974,13818851.57999,,,Voice In
11771684-101001390564,Intersection 1300 W 23RD ST&2300 BEVIS ST,Harris County,C,GREATER HEIGHTS,,NW,NW,THURSDAY,3rd Wednesday,THURSDAY-B,452U,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-29 18:50:07,2014-06-01 18:50:07,2014-05-30 16:19:57,-2.1,Flooding-101001390564,3102898.01322,13858212.24011,29.80669225,-95.42241667,Voice In
11771713-101001390649,"3233 W 11TH, HOUSTON TX 77008",HARRIS,C,LAZYBROOK / TIMBERGROVE,0440820000125,,,,,,492B,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-29 20:42:11,2014-06-01 20:42:11,2014-05-30 10:34:57,-2.42,Flooding-101001390649,3099821.38518,13851438.75628,29.78833241,-95.43276487,Voice In
11771730-101001390690,Intersection 8674 EDGAR ST&4400 GALESBURG ST,Harris County,D,SUNNYSIDE,,SE,SE,FRIDAY,4th Thursday,FRIDAY-A,533Y,HCID #10-A,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-29 23:09:08,2014-06-01 23:09:08,2014-05-30 13:49:58,-2.39,Flooding-101001390690,3123646.37625,13807633.90295,29.66590683,-95.36198416,Voice In
11772092-101001392091,Intersection 2900 ELLA BLVD&1600 N LOOP FWY W,,C,CENTRAL NORTHWEST,,NW,,TUESDAY,,Tuesday-a,452P,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-30 18:13:21,2014-06-02 18:13:21,2014-05-31 00:19:56,-2.75,Flooding-101001392091,3100626.11422,13860473.57253,,,Voice In
11772097-101001392109,"6927 COLE CREEK, HOUSTON TX 77092",HARRIS,A,FAIRBANKS / NORTHWEST CROSSING,0891070000009,NW,NW,FRIDAY,4th Thursday,FRIDAY-A,451A,Near Northwest MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-30 18:35:43,2014-06-02 18:35:43,2014-05-31 00:34:57,-2.75,Flooding-101001392109,3079868.48316,13874185.26164,29.8525149,-95.49349169,Voice In
11772120-101001392162,Intersection 9200 CAMPBELL RD&9100 CATHEY LN&1900 PEPPERMILL RD,Harris County,A,SPRING BRANCH CENTRAL,,NW,NE,FRIDAY,4th Thursday,FRIDAY-A,450U,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-30 19:45:46,2014-06-02 19:45:46,2014-06-02 07:34:56,-0.51,Flooding-101001392162,3073100.94026,13857132.6258,29.80619799,-95.51643361,Voice In
11772126-101001392190,"4319 RICHMEADOW, HOUSTON TX 77048",HARRIS,D,SOUTH ACRES / CRESTMONT PARK,1276360020046,SE,SE,FRIDAY,4th Tuesday,FRIDAY-B,573R,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-30 20:39:53,2014-06-02 20:39:53,2014-06-02 07:49:57,-0.53,Flooding-101001392190,3128048.92814,13791079.73363,29.62002625,-95.34975448,Voice In
11772147-101001392253,"816 OAK, HOUSTON TX 77018",HARRIS,C,CENTRAL NORTHWEST,0610310000039,NW,NE,TUESDAY,3rd Thursday,TUESDAY-B,452G,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-30 23:28:44,2014-06-02 23:28:43,2014-06-01 18:04:56,-1.22,Flooding-101001392253,3105557.35501,13868989.7868,29.83609218,-95.41299291,Voice In
11772210-101001392381,"13126 INDIAN CREEK, HOUSTON TX 77079",HARRIS,G,MEMORIAL,0845050000015,,,,,,489G,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-31 09:57:51,2014-06-03 09:57:51,2014-06-01 11:49:57,-1.92,Flooding-101001392381,3055897.69974,13842359.46407,29.76698744,-95.57202115,Voice In
11772278-101001392533,"607 THORNTON, HOUSTON TX 77018",HARRIS,H,INDEPENDENCE HEIGHTS,0580890000139,NW,NE,TUESDAY,3rd Thursday,TUESDAY-B,452M,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-31 13:24:50,2014-06-03 13:24:50,2014-06-01 17:49:56,-1.82,Flooding-101001392533,3106942.40801,13867536.8878,29.83198179,-95.40876701,Voice In
11772290-101001392562,"37 TRENWOOD, HOUSTON TX 77022",HARRIS,H,NORTHSIDE/NORTHLINE,0710100050032,NE,NW,MONDAY,3rd Monday,MONDAY-B,453F,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-31 14:06:26,2014-06-03 14:06:26,2014-06-01 00:49:57,-2.55,Flooding-101001392562,3115880.38915,13870663.90648,29.83981922,-95.38028475,Voice In
11772309-101001392599,"1102 26TH, HOUSTON TX 77008",HARRIS,C,GREATER HEIGHTS,0561630000115,NW,NW,THURSDAY,3rd Wednesday,Thursday-b,452U,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-31 15:13:44,2014-06-03 15:13:44,2014-06-01 17:34:57,-1.9,Flooding-101001392599,3104126.98254,13859304.652300002,29.80959151,-95.41843778,Voice In
11772316-101001392619,"6203 CLARIDGE, HOUSTON TX 77096",HARRIS,K,BRAYS OAKS,1043280000124,SW,SW,THURSDAY,2nd Friday,THURSDAY-A,530Z,HCID #5 (Brays Oaks),PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-31 15:54:57,2014-06-03 15:54:57,2014-05-31 22:11:06,-2.74,Flooding-101001392619,3079885.96344,13804578.05932,29.66117893,-95.50000716,Voice In
11772323-101001392629,"5651 INDIGO, HOUSTON TX 77096",HARRIS,C,MEYERLAND AREA,0953830000016,SW,SE,TUESDAY,2nd Wednesday,TUESDAY-B,531N,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-31 16:04:11,2014-06-03 16:04:10,2014-05-31 22:11:10,-2.75,Flooding-101001392629,3082854.37712,13813707.01613,29.68602831,-95.48980197,Voice In
11772325-101001392635,"6046 WIGTON, HOUSTON TX 77096",HARRIS,C,MEYERLAND AREA,0961630000019,SW,SW,TUESDAY,2nd Tuesday,TUESDAY-B,530V,HCID #5 (Brays Oaks),PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-31 16:13:38,2014-06-03 16:13:38,2014-05-31 22:11:13,-2.75,Flooding-101001392635,3080474.19652,13807657.54693,29.66959555,-95.49786547,Voice In
11772327-101001392639,Intersection 1300 W 23RD ST&2300 BEVIS ST,Harris County,C,GREATER HEIGHTS,,NW,NW,THURSDAY,3rd Wednesday,THURSDAY-B,452U,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-31 16:19:45,2014-06-03 16:19:45,2014-06-01 17:34:57,-1.95,Flooding-101001392639,3102898.01322,13858212.24011,29.80669225,-95.42241667,Voice In
11772333-101001392654,"1235 W 25TH, HOUSTON TX 77008",HARRIS,C,GREATER HEIGHTS,0561630000100,NW,NW,THURSDAY,3rd Wednesday,THURSDAY-B,452U,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2014-05-31 16:35:39,2014-06-03 16:35:39,2014-06-01 17:04:56,-1.98,Flooding-101001392654,3103143.72532,13859057.108499998,29.80899385,-95.42156074,Voice In
